Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-06-12,2343.45,2447.94,2261.16,2406.36,0
2021-06-13,2405.03,2549.48,2311.34,2522.84,0
2021-06-14,2522.63,2607.71,2466.32,2572.97,0
2021-06-15,2571.97,2639.87,2510.45,2531.62,0
2021-06-16,2531.75,2564.52,2381.97,2412.04,0
2021-06-17,2412.45,2458.36,2306.72,2347.58,0
2021-06-18,2347.78,2377.62,2141.34,2220.59,0
2021-06-19,2223.5,2275.57,2172.73,2208.13,0
2021-06-20,2209.05,2276.59,2044.06,2255.14,0
2021-06-21,2253.55,2262.21,1877.6,1877.6,0
2021-06-22,1877.82,1995.42,1706.66,1876.37,0
2021-06-23,1876.32,2044.11,1828.2,1945.45,0
2021-06-24,1945.43,2033.84,1887,2000.01,0
2021-06-25,1999.23,2019.34,1794.85,1847.35,0
2021-06-26,1847.93,1854.94,1718.72,1773.96,0
2021-06-27,1774.52,1896.41,1773.64,1834.75,0
2021-06-28,1835.61,2143.3,1833.19,2126.94,0
2021-06-29,2122.53,2242.97,2063.39,2214.91,0
2021-06-30,2214.21,2286.8,2089.82,2264.76,0
2021-07-01,2264.87,2281.71,2076.06,2128.83,0
2021-07-02,2128.85,2138.09,2019.68,2108.47,0
2021-07-03,2109.22,2238.59,2105.19,2196.29,0
2021-07-04,2193.71,2386.78,2189.51,2381.21,0
2021-07-05,2383.87,2383.87,2161.32,2244.24,0
2021-07-06,2243.74,2349.24,2196.01,2288.01,0
2021-07-07,2287.89,2406.67,2285.99,2345.98,0
2021-07-08,2346.14,2346.14,2102.19,2102.56,0
2021-07-09,2103.96,2185.02,2049.57,2146.33,0
2021-07-10,2146.85,2190.25,2076.42,2104.94,0
2021-07-11,2103.9,2173.15,2082.08,2165,0
2021-07-12,2164.78,2171.85,2007.98,2029.92,0
2021-07-13,2029.64,2042.09,1919.83,1944.77,0
2021-07-14,1945.28,2018.94,1866.29,1995.23,0
2021-07-15,1995.07,2039.01,1882.17,1921.83,0
2021-07-16,1917.91,1964.02,1850.98,1895.88,0
2021-07-17,1895.79,1918.69,1850.29,1908.35,0
2021-07-18,1908.41,1993.25,1882.18,1913.77,0
2021-07-19,1914.18,1926.79,1806.62,1813.01,0
2021-07-20,1812.02,1840.23,1720.71,1786.2,0
2021-07-21,1786.16,2025.51,1758.77,1951.36,0
2021-07-22,1951.69,2043.75,1950.97,2008.64,0
2021-07-23,2007.41,2092.37,1996.57,2056.32,0
2021-07-24,2055.8,2199.75,2055.24,2169.81,0
2021-07-25,2169.08,2195.23,2109.68,2162.05,0
2021-07-26,2162.06,2429.13,2155.7,2233.91,0
2021-07-27,2234.95,2319.56,2153.52,2262.49,0
2021-07-28,2264.94,2345.07,2246.34,2304.4,0
2021-07-29,2304.35,2338.85,2270.39,2311.67,0
2021-07-30,2312.64,2464.14,2311.26,2441.6,0
2021-07-31,2442.49,2538.03,2418.54,2538.03,0
2021-08-01,2537.63,2697.52,2516.55,2655.37,0
2021-08-02,2654.56,2665.11,2507.93,2613.44,0
2021-08-03,2612.96,2637.01,2448.03,2491.1,0
2021-08-04,2491.31,2724.19,2460.13,2720.67,0
2021-08-05,2720.6,2843.77,2539.16,2825.62,0
2021-08-06,2825.99,2948.98,2724.94,2883.9,0
2021-08-07,2882.93,3172.06,2867.5,3074.71,0
2021-08-08,3075.16,3190.15,2950.75,3038.11,0
2021-08-09,3037.89,3185.91,2898.95,3095.82,0
2021-08-10,3097.04,3232.95,3055.05,3171.89,0
2021-08-11,3171.08,3273.94,3122.49,3235.54,0
2021-08-12,3234.86,3237.28,2982.61,3042.57,0
2021-08-13,3042.62,3296.48,2988.36,3281.21,0
2021-08-14,3280.46,3331.88,3209.07,3268.37,0
2021-08-15,3268.26,3288.77,3117.02,3262.43,0
2021-08-16,3261.3,3336.16,3138.41,3174.22,0
2021-08-17,3174.15,3291.36,3018.84,3024.19,0
2021-08-18,3025.35,3125.63,2953.23,3011.34,0
2021-08-19,3005.37,3170.63,2964.37,3164.22,0
2021-08-20,3164.53,3300.76,3150.04,3292.56,0
2021-08-21,3292.72,3310.59,3210.09,3253.72,0
2021-08-22,3253.83,3273.81,3131.54,3168.2,0
2021-08-23,3170.35,3377.47,3165.33,3340.72,0
2021-08-24,3340.72,3359.27,3150.96,3197.69,0
2021-08-25,3197.75,3248.58,3081.5,3221.39,0
2021-08-26,3223.16,3250.49,3059.76,3136.16,0
2021-08-27,3137.14,3278.85,3063.04,3276.57,0
2021-08-28,3276.56,3286.23,3213.13,3249.44,0
2021-08-29,3249.25,3284.39,3157.36,3243.44,0
2021-08-30,3243.49,3347.81,3147.92,3332.63,0
2021-08-31,3333.12,3472.75,3191.11,3407.69,0
2021-09-01,3403.02,3783.43,3374.15,3766.3,0
2021-09-02,3768.49,3841.12,3725.65,3830.16,0
2021-09-03,3829.93,4026.07,3714.03,3934.65,0
2021-09-04,3935.69,3969.44,3835.35,3891.81,0
2021-09-05,3892.18,3982.45,3835.94,3955.11,0
2021-09-06,3954.93,3970.11,3873.76,3957.72,0
2021-09-07,3957.2,3969.46,3186.46,3366.81,0
2021-09-08,3373.76,3543.3,3220.09,3463.72,0
2021-09-09,3462.48,3566.03,3398.88,3456.79,0
2021-09-10,3457.42,3512.93,3152.7,3188.15,0
2021-09-11,3182.91,3347.16,3152.17,3299.29,0
2021-09-12,3298.94,3470.27,3233.37,3337.26,0
2021-09-13,3336.62,3445.41,3125.48,3280.62,0
2021-09-14,3277,3406.87,3272.88,3351.86,0
2021-09-15,3348.61,3578.6,3342.69,3564.09,0
2021-09-16,3564.22,3673.08,3488.22,3558.76,0
2021-09-17,3558.45,3593.06,3354.83,3401.66,0
2021-09-18,3404.55,3541.16,3367.89,3391.86,0
2021-09-19,3391.94,3455.72,3309.97,3343.82,0
2021-09-20,3343.44,3357.57,2931.59,3017.66,0
2021-09-21,3017.6,3102.7,2678.91,2825.3,0
2021-09-22,2824.24,3089.06,2722.69,3037.08,0
2021-09-23,3036.38,3174.69,3031.75,3145.59,0
2021-09-24,3146.14,3163.52,2747.3,2960.41,0
2021-09-25,2960.64,2967.68,2809.77,2915.95,0
2021-09-26,2915.96,3100.28,2743.07,3087.85,0
2021-09-27,3087.66,3165.47,2951.55,2996.86,0
2021-09-28,2998,3028.28,2805.45,2882.7,0
2021-09-29,2882.64,2948.93,2786.56,2822.8,0
2021-09-30,2822.66,3047.68,2814.81,3006.41,0
2021-10-01,3005.56,3331.57,2970.18,3325.35,0
2021-10-02,3325.89,3466.49,3260.78,3449.2,0
2021-10-03,3448.73,3487.09,3349.76,3394.98,0
2021-10-04,3394.71,3436.99,3282.12,3397.08,0
2021-10-05,3397.02,3540.82,3359.17,3540.82,0
2021-10-06,3540.77,3625.88,3348.83,3584.88,0
2021-10-07,3585.08,3654.94,3473.06,3636.4,0
2021-10-08,3636.38,3668.77,3539.17,3574.41,0
2021-10-09,3574.18,3628.88,3541.41,3590.57,0
2021-10-10,3590.6,3604.38,3440.41,3461.85,0
2021-10-11,3458.45,3622.06,3379.06,3515.89,0
2021-10-12,3517.41,3547.62,3406.27,3485.68,0
2021-10-13,3485.65,3587.22,3413.57,3573.66,0
2021-10-14,3573.06,3822.21,3573.06,3776.87,0
2021-10-15,3777.69,3901.45,3735.66,3841.68,0
2021-10-16,3841.28,3967.48,3809.42,3816.06,0
2021-10-17,3815.4,3915.08,3653.05,3764.97,0
2021-10-18,3764.99,3891.52,3679.7,3744.01,0
2021-10-19,3744.05,3856.58,3715.67,3812.8,0
2021-10-20,3812.63,4142.37,3812.33,4118.53,0
2021-10-21,4117.73,4369.55,4020.27,4088.57,0
2021-10-22,4090.07,4167.52,3898.13,3949.75,0
2021-10-23,3948.61,4126.67,3939.17,4090.31,0
2021-10-24,4090.46,4184.44,3964.59,4079.05,0
2021-10-25,4078.14,4235.36,4060.95,4191.91,0
2021-10-26,4190.44,4294.27,4132.92,4203.26,0
2021-10-27,4205.18,4306.74,3944.17,3996.54,0
2021-10-28,3996.25,4291.74,3900.31,4252.96,0
2021-10-29,4252.49,4457.01,4239,4419.64,0
2021-10-30,4419.57,4433.04,4243,4290.52,0
2021-10-31,4287.09,4394.56,4172.37,4296.92,0
2021-11-01,4296.65,4382.25,4158.34,4311.18,0
2021-11-02,4308.15,4561.03,4288.41,4548.74,0
2021-11-03,4548.63,4668.03,4457.43,4592.55,0
2021-11-04,4593.28,4609.59,4424.36,4518.87,0
2021-11-05,4519.37,4573.29,4447.27,4485.12,0
2021-11-06,4484.45,4531.72,4331.2,4506.21,0
2021-11-07,4506.24,4638.03,4504.86,4595.86,0
2021-11-08,4597.07,4795.05,4597.07,4780.08,0
2021-11-09,4781.49,4839.59,4715.5,4754.59,0
2021-11-10,4756.54,4865.44,4492.44,4642.88,0
2021-11-11,4643.91,4780.63,4579.9,4752.39,0
2021-11-12,4752.84,4807.07,4511.63,4643.84,0
2021-11-13,4644.33,4705.34,4587.65,4639.88,0
2021-11-14,4640.54,4694.18,4518.06,4575.15,0
2021-11-15,4575.49,4769.78,4544.49,4581.38,0
2021-11-16,4581.39,4585.63,4124.59,4261.5,0
2021-11-17,4262,4268.25,4073.91,4237.59,0
2021-11-18,4237.66,4345.29,3963.37,3972.22,0
2021-11-19,3974.58,4311.37,3961.71,4285.35,0
2021-11-20,4283.92,4438.15,4210.5,4415.65,0
2021-11-21,4414.99,4426.2,4307.04,4315.69,0
2021-11-22,4317.55,4340.9,4029.72,4116.46,0
2021-11-23,4116.7,4389.32,4062.34,4334.96,0
2021-11-24,4334.97,4359.7,4169.64,4246.73,0
2021-11-25,4247.66,4533.86,4242.84,4520.51,0
2021-11-26,4520.32,4554.86,3917.5,4069.7,0
2021-11-27,4069.3,4186,4028.8,4119.5,0
2021-11-28,4117.7,4294.36,3983.64,4225.99,0
2021-11-29,4225.59,4462.8,4225.59,4442.2,0
2021-11-30,4442.9,4757.2,4354.63,4660,0
2021-12-01,4659.7,4783.7,4528.5,4565.3,0
2021-12-02,4567.3,4638.6,4437.4,4547.18,0
2021-12-03,4546.4,4659.1,4037.6,4199,0
2021-12-04,4198.4,4250.9,3489.2,4098.1,0
2021-12-05,4098.7,4254.8,4033.8,4165.8,0
2021-12-06,4165.6,4380,3924.5,4340.2,0
2021-12-07,4340.3,4430.1,4261.5,4269.1,0
2021-12-08,4271.8,4455.9,4229.7,4390.7,0
2021-12-09,4391.1,4491.7,4077.8,4166.3,0
2021-12-10,4167.3,4231.5,3932.8,3959.7,0
2021-12-11,3958.6,4099.3,3834.6,4025.9,0
2021-12-12,4024.6,4177.3,3989.4,4158.2,0
2021-12-13,4157.3,4172.1,3671,3795,0
2021-12-14,3793.4,3882.6,3688,3839,0
2021-12-15,3838.3,4094.266,3645.722,4002.24,0
2021-12-16,4003.1,4111.343,3970.484,4009.773,0
2021-12-17,4009.022,4009.022,3701.48,3896.158,0
2021-12-18,3897.788,3998.059,3768.777,3974.519,0
2021-12-19,3973.829,4033.2,3886.806,3981.95,0
2021-12-20,3981.33,3991.356,3757.621,3893.388,0
2021-12-21,3893.047,4062.874,3893.047,4029.741,0
2021-12-22,4029.461,4075.7,3944.813,4003.331,0
2021-12-23,4003.331,4151.66,3895.789,4096.897,0
2021-12-24,4096.638,4136.23,4040.689,4055.837,0
2021-12-25,4056.352,4139.979,4021.001,4088.245,0
2021-12-26,4088.695,4110.054,4002,4084.441,417426
2021-12-27,4084.441,4129.204,4034.673,4064.609,822376
2021-12-28,4064.349,4068.804,3760.376,3811.372,1602709
2021-12-29,3811.432,3827.605,3697.62,3723.545,1185735
2021-12-30,3723.355,3769.254,3586.309,3704.381,1250065
2021-12-31,3704.501,3815.753,3622.792,3682.218,1283364.8006263
2022-01-01,3682.168,3777.015,3672.587,3758.352,712763.98227185
2022-01-02,3758.552,3857.826,3718.063,3828.456,712431.68649185
2022-01-03,3828.456,3853,3681.288,3752.365,982237.20091977
2022-01-04,3752.375,3899.61,3713.23,3816.248,1257289.9221474
2022-01-05,3815.958,3847.85,3418.138,3533.647,1661892.9665323
2022-01-06,3534.407,3564.44,3299.67,3429.127,2123023.1878739
2022-01-07,3429.657,3431.482,3091.002,3181.512,2824092.4661438
2022-01-08,3181.432,3249.675,2999.4,3118.72,1604667.7396717
2022-01-09,3118.46,3210.86,3058.6,3179.29,1184433.5644559
2022-01-10,3179.4,3185,2929.477,3062.38,2105414.224336
2022-01-11,3062.37,3263.636,3051.715,3232.513,1539995.7308994
2022-01-12,3232.483,3412.124,3206.841,3364.245,1603647.7490958
2022-01-13,3364.245,3411.364,3234.783,3248.409,1315548.7014033
2022-01-14,3248.219,3343.767,3190.996,3314.214,1169753.2441688
2022-01-15,3314.494,3372.645,3262.565,3339.269,802714.65197141
2022-01-16,3339.269,3394.527,3281.64,3349.729,749966.87673367
2022-01-17,3349.729,3363.259,3142.172,3193.857,1140159.8208569
2022-01-18,3193.857,3245.158,3083.075,3180.244,1288726.3843112
2022-01-19,3180.234,3183.543,3001.2,3127.998,1399523.8954447
2022-01-20,3127.988,3272.581,3029.363,3061.442,1340279.5659496
2022-01-21,3061.242,3062.112,2506.342,2547.054,3534908.3790423
2022-01-22,2549.54,2626.098,2302.13,2380.414,4472367.5576063
2022-01-23,2379.324,2551.955,2370.634,2445.989,2314273.5555628
2022-01-24,2445.989,2547.729,2160.532,2413.674,4178182.758072
2022-01-25,2413.074,2505.832,2349.915,2438.259,2391670.23783
2022-01-26,2438.739,2720.57,2403.331,2439.693,2952788.0165179
2022-01-27,2439.473,2521.868,2317.477,2384.882,2542836.6713963
2022-01-28,2382.943,2550.765,2360.308,2515.503,2104174.4499929
2022-01-29,2516.013,2637.041,2516.013,2600.95,1404866.6120787
2022-01-30,2601.2,2639.578,2544.161,2576.73,1089691.1844014
2022-01-31,2576.31,2707.673,2478.021,2681.34,1870963.079035
2022-02-01,2681.34,2814.086,2675.534,2789.783,1694322.298852
2022-02-02,2789.673,2812.225,2614.695,2681.311,1721676.7817485
2022-02-03,2681.391,2726.703,2578.078,2661.77,1716592.3118553
2022-02-04,2661.77,2980.057,2654.421,2957.884,2434584.3035465
2022-02-05,2958.245,3062.136,2948.523,3021.102,1567141.5348127
2022-02-06,3021.212,3047.793,2953.961,2990.716,766332.75940409
2022-02-07,2990.206,3188.667,2984.832,3153.856,1815696.4153971
2022-02-08,3153.906,3233.712,3028.141,3117.143,1991499.3152195
2022-02-09,3116.733,3272.633,3057.138,3254.486,1474293.0412108
2022-02-10,3254.396,3281.876,3088.15,3118.031,1893681.3841769
2022-02-11,3117.931,3139.916,2880.304,2894.868,1806796.7547985
2022-02-12,2894.858,2987.441,2859.869,2917.068,1264006.196797
2022-02-13,2917.058,2956.173,2838.118,2904.782,838483.06050861
2022-02-14,2903.821,2966.489,2830.928,2942.691,1380496.3159599
2022-02-15,2943.291,3150.174,2913.887,3127.695,1440854.4257721
2022-02-16,3127.355,3197.098,3046.282,3137.838,1316981.8632163
2022-02-17,3137.838,3161.896,2854.512,2901.179,1890818.8160609
2022-02-18,2901.33,2945.636,2751.925,2776.215,1746055.8211415
2022-02-19,2776.225,2832.228,2696.548,2744.442,1033473.4433758
2022-02-20,2744.442,2769.501,2577.03,2653.536,1354506.5047517
2022-02-21,2653.636,2760.86,2571.028,2619.289,2260655.2634399
2022-02-22,2618.819,2665.626,2501,2605.032,2315919.7427094
2022-02-23,2606.453,2754.942,2598.778,2638.572,1659269.5992711
2022-02-24,2638.502,2707.923,2302.341,2567.256,4148617.4715536
2022-02-25,2567.697,2799.989,2567.357,2794.807,2149356.221283
2022-02-26,2792.986,2858.983,2729.741,2796.248,1547168.8534986
2022-02-27,2796.488,2837.154,2561.52,2630.365,2098166.1732605
2022-02-28,2629.051,2947.803,2574.769,2890.906,2376356.2842848
2022-03-01,2887.575,3038.851,2856.152,2975.002,2045098.6952114
2022-03-02,2975.002,3044.263,2914.803,2961.092,1688744.7237915
2022-03-03,2961.382,2971.801,2785.567,2834.577,1244696.6573225
2022-03-04,2834.577,2850.145,2573.865,2612.494,1580765.7280403
2022-03-05,2612.474,2685.375,2591.368,2670.761,683231.40918431
2022-03-06,2670.871,2677.083,2590.588,2629.869,674881.76007188
2022-03-07,2629.409,2648.95,2445.549,2504.621,1685354.306016
2022-03-08,2505.081,2624.515,2481.094,2568.904,1536714.4164853
2022-03-09,2568.894,2773.935,2566.133,2716.942,1452947.4334044
2022-03-10,2717.213,2735.827,2551.52,2613.445,1398123.242405
2022-03-11,2613.115,2677.253,2524.489,2570.934,1222256.6300571
2022-03-12,2570.974,2616.262,2554.021,2587.559,489518.992001
2022-03-13,2587.559,2602.78,2500.5,2506.222,650806.03617442
2022-03-14,2505.321,2610.112,2493.519,2571.284,975161.60917048
2022-03-15,2571.464,2669.341,2510.391,2622.537,1174077.464177
2022-03-16,2622.537,2788.576,2604.171,2747.754,1498915.5889285
2022-03-17,2747.754,2836.601,2743.903,2820.72,1123161.5858895
2022-03-18,2820.72,2984.902,2768.704,2932.736,1484070.7463238
2022-03-19,2933.156,2987.203,2893.256,2936.864,818845.42525973
2022-03-20,2936.564,2965.346,2819.127,2877.02,891673.25241387
2022-03-21,2877.951,2961.744,2831.132,2909.203,1156939.4575878
2022-03-22,2909.213,3053.751,2884.513,3001.14,1414645.6201576
2022-03-23,3001.29,3046.613,2922.4,3005.772,1246147.8474749
2022-03-24,3006.072,3130.044,2993.997,3112.284,1629100.8376552
2022-03-25,3111.654,3194.586,3077.548,3100.509,1388187.0763471
2022-03-26,3100.16,3154.186,3086.452,3135.544,509774.63728797
2022-03-27,3135.534,3297.849,3127.47,3278.491,727012.32018803
2022-03-28,3279.203,3431.119,3262.622,3380.802,1530521.4376689
2022-03-29,3382.538,3483.253,3316.535,3377.188,1350164.1375851
2022-03-30,3376.838,3447.924,3336.784,3389.066,960446.43953495
2022-03-31,3389.066,3445.509,3262.212,3287.877,1219019.3635691
2022-04-01,3288.206,3482.673,3211.673,3452.751,1558053.633886
2022-04-02,3452.671,3533.25,3427.105,3479.491,1248853.0028916
2022-04-03,3479.081,3528.048,3413.775,3527.41,864449.19095
2022-04-04,3529.058,3581.772,3409.662,3509.232,1246695.7023421
2022-04-05,3510.053,3556.046,3418.352,3453.875,1061958.7683377
2022-04-06,3454.951,3462.702,3175.3,3226.46,1793033.1918576
2022-04-07,3226.45,3269.307,3143.46,3219.202,1265292.7578604
2022-04-08,3219.212,3313.961,3212.082,3223.249,1341655.1883013
2022-04-09,3223.249,3250.975,3174.492,3238.311,717481.04113433
2022-04-10,3238.311,3308.202,3233.89,3270.654,558206.81217585
2022-04-11,3270.754,3277.648,2952.89,2966.24,1504668.810069
2022-04-12,2965.019,3085.487,2951.795,3010.633,1743420.5505127
2022-04-13,3010.332,3120.936,2995.349,3106.822,1351252.7705826
2022-04-14,3106.822,3145.619,2976.905,3019.592,1310184.7677216
2022-04-15,3020.102,3050.24,2994.969,3035.807,716551.97790617
2022-04-16,3035.807,3058.572,3013.651,3047.739,418680.49820046
2022-04-17,3055.081,3085.617,3023.765,3055.451,514059.65410434
2022-04-18,3055.451,3077.645,2883.808,3043.463,1681406.3722586
2022-04-19,3043.493,3131.146,3030.956,3099.77,1054274.0908015
2022-04-20,3099.77,3162.162,3037.294,3085.017,1102659.746092
2022-04-21,3085.017,3178.736,2994.019,3002.77,1368667.9137222
2022-04-22,3002.56,3033.987,2934.837,2964.696,1249923.5434573
2022-04-23,2964.643,2978.626,2914.941,2967.413,512518.88642038
2022-04-24,2967.413,2968.524,2916.013,2946.369,528236.82346817
2022-04-25,2945.599,3026.055,2797.579,3008.592,1603366.360174
2022-04-26,3008.342,3039.608,2802.08,2840.804,1137842.2867951
2022-04-27,2841.284,2919.56,2773.1,2887.829,1312861.8184969
2022-04-28,2887.839,2979.758,2854.455,2936.22,1412061.5326853
2022-04-29,2936.22,2946.755,2776.96,2808.091,1352738.1573593
2022-04-30,2808.281,2841.774,2772.01,2795.58,661651.82304359
2022-05-01,2795.14,2828.93,2720.43,2808.61,1016844.3288421
2022-05-02,2808.74,2874.757,2779.298,2866.417,1430556.454934
2022-05-03,2866.417,2887.289,2754.649,2786.931,1037912.0942262
2022-05-04,2786.941,2965.81,2771.463,2935.35,1318440.3694196
2022-05-05,2935.34,2953.379,2685.731,2737.672,1683835.7974187
2022-05-06,2738.712,2757.894,2634.023,2689.101,1635725.5338188
2022-05-07,2688.551,2706.719,2630.924,2630.924,712225.3357851
2022-05-08,2633.117,2652.315,2484.996,2554.813,1817515.9137467
2022-05-09,2554.613,2556.783,2224.522,2273.315,3309445.1132035
2022-05-10,2275.675,2456.403,2200.28,2264.744,3413963.4370897
2022-05-11,2262.974,2448.48,1997.159,2083.323,4426414.3862376
2022-05-12,2084.13,2184.954,1707.044,1908.573,4763450.2492895
2022-05-13,1908.094,2143.674,1893.195,2073.469,2491556.5008328
2022-05-14,2073.459,2081.456,1947.487,2024.991,1198866.7097894
2022-05-15,2024.911,2136.303,1997.869,2132.614,760819.98616105
2022-05-16,2132.614,2164.22,1980.635,2047.715,1233622.7413761
2022-05-17,2045.717,2119.955,2005.689,2084.217,1267089.0405941
2022-05-18,2084.227,2107.976,1934.102,1958.9,1221333.0479133
2022-05-19,1961.467,2038.15,1900.886,2011.896,1373863.3408418
2022-05-20,2011.916,2059.561,1920.692,1957.448,1200993.8080328
2022-05-21,1957.139,1988.062,1935.674,1965.691,677714.65990611
2022-05-22,1965.691,2034.622,1963.148,2014.31,741831.49531143
2022-05-23,2014.42,2086.402,1976.196,1991.807,1409548.2933499
2022-05-24,1991.618,1991.618,1911.334,1980.991,1150411.6985383
2022-05-25,1981.231,2019.693,1937.297,1965.529,1151979.3513917
2022-05-26,1965.519,1969.654,1739.17,1831.723,2071140.2919125
2022-05-27,1831.723,1843.405,1713.143,1733.345,2532596.1731904
2022-05-28,1732.506,1806.803,1701.683,1782.362,1310385.6008009
2022-05-29,1782.582,1825.049,1758.024,1801.536,942172.60783708
2022-05-30,1801.546,1998.6,1793.565,1988.858,1807776.1192929
2022-05-31,1989.087,2011.09,1926.967,1944.873,1581059.6130058
2022-06-01,1945.95,1968.294,1767.424,1797.501,1553503.1581778
2022-06-02,1797.561,1842.46,1781.116,1826.375,1680077.8773878
2022-06-03,1827.094,1850.933,1736.557,1787.134,1676206.3726664
2022-06-04,1787.264,1793.428,1746.594,1786.301,657706.50623259
2022-06-05,1786.291,1828.591,1771.726,1810.974,716265.08221086
2022-06-06,1811.476,1918.156,1800.984,1871.568,1330112.8937544
2022-06-07,1871.568,1874.234,1724.83,1839.709,1464912.1820401
2022-06-08,1839.349,1845.447,1755.792,1808.384,1303304.0238013
2022-06-09,1808.024,1831.424,1776.594,1792.963,585120.93542976
2022-06-10,1793.093,1802.413,1659.989,1676.202,1503652.1782892
2022-06-11,1676.192,1683.223,1498.125,1537.72,2915239.993088
2022-06-12,1537.71,1550.894,1423.001,1472.666,3303631.2003263
2022-06-13,1472.656,1474.129,1163.702,1228.091,7162991.3803885
2022-06-14,1227.891,1264.474,1075.109,1167.917,5213685.1046095
2022-06-15,1167.707,1246.732,1012.704,1223.672,4233818.8493927
2022-06-16,1225.499,1243.791,1081.351,1102.814,3253196.6805623
2022-06-17,1071.169,1116.4,1049.789,1080.971,2341301.5499594
2022-06-18,1081.141,1096.215,879.88,941.84,3185708.4008796
2022-06-19,942.341,1149.853,934.771,1130.279,4140446.537659
2022-06-20,1130.608,1167.88,1052.011,1102.066,3733678.2067865
2022-06-21,1102.166,1192.476,1089.79,1128.607,3474008.0743944
2022-06-22,1128.397,1139.729,1042.762,1058.131,2729521.3128188
2022-06-23,1058.45,1143.375,1044.255,1121.138,2962817.2747657
2022-06-24,1121.018,1242.455,1120.878,1223.965,2341517.961906
2022-06-25,1224.035,1255.009,1179.387,1248.066,1743127.8701001
2022-06-26,1247.446,1279.13,1209.836,1237.942,1481980.1747295
2022-06-27,1238.214,1239.821,1172.72,1198.363,2513351.5373475
2022-06-28,1198.422,1234.358,1151.041,1165.783,2730816.2043378
2022-06-29,1165.553,1166.292,1086.038,1112.642,2516980.8706916
2022-06-30,1112.642,1118.306,1000.178,1020.574,3089629.9053675
2022-07-01,1021.083,1113.424,1013.472,1067.045,3015460.9741494
2022-07-02,1067.045,1077.575,1028.215,1071.782,1743919.0150371
2022-07-03,1071.842,1085.877,1040.182,1074.911,790691.26441427
2022-07-04,1049.883,1144.715,1044.071,1133.918,1767482.8005542
2022-07-05,1133.918,1171.712,1076.095,1151.482,3484563.9366415
2022-07-06,1151.742,1166.925,1110.427,1160.642,2853829.9978667
2022-07-07,1160.892,1252.952,1160.312,1238.896,2841437.369285
2022-07-08,1239.046,1275.437,1192.365,1229.252,3175128.9150183
2022-07-09,1228.602,1242.224,1203.947,1220.807,1436820.2660408
2022-07-10,1220.807,1226.004,1152.608,1176.754,1560038.1947643
2022-07-11,1176.744,1176.744,1119.24,1120.76,2260912.4511311
2022-07-12,1120.78,1120.78,1032.503,1039.619,3287817.4569687
2022-07-13,1039.759,1100.798,1006.562,1089.359,5940907.5326803
2022-07-14,1089.409,1213.29,1071.432,1181.491,5177268.9495694
2022-07-15,1181.391,1285.498,1180.002,1256.223,5478913.5512769
2022-07-16,1256.193,1419.386,1191.992,1344.816,4417472.3412275
2022-07-17,1344.906,1380.968,1318.819,1365.465,3840842.3585339
2022-07-18,1365.815,1529.929,1335.079,1486.748,6696916.4202091
2022-07-19,1486.848,1629.318,1484.154,1575.932,6689594.8629998
2022-07-20,1576.192,1620.403,1492.65,1545.447,5676156.9765927
2022-07-21,1545.447,1605.773,1464.386,1589.717,5135581.2187431
2022-07-22,1589.717,1650.248,1517.308,1538.938,4794723.9582435
2022-07-23,1538.938,1596.781,1489.116,1516.588,3247081.1588949
2022-07-24,1516.668,1633.117,1515.512,1622.568,3511193.502665
2022-07-25,1622.324,1664.223,1456.08,1514.241,5331390.587326
2022-07-26,1514.121,1514.866,1357.244,1380.523,5088230.1098328
2022-07-27,1380.533,1621.135,1378.513,1607.356,5926364.7755271
2022-07-28,1607.506,1783.612,1594.739,1745.059,6797800.2492351
2022-07-29,1745.329,1752.21,1656.781,1716.924,5058099.462816
2022-07-30,1715.116,1765.868,1678.99,1692.715,3188234.1609518
2022-07-31,1692.085,1754.421,1674.122,1703.892,2451251.6347093
2022-08-01,1703.882,1705.444,1611.523,1624.727,3455675.9728654
2022-08-02,1624.727,1678.209,1560.478,1657.262,4438151.1180717
2022-08-03,1659.535,1682.276,1590.382,1635.719,3160872.6391049
2022-08-04,1635.779,1663.046,1581.011,1586.758,3191939.5058452
2022-08-05,1586.748,1724.895,1581.542,1698.773,4035172.126002
2022-08-06,1698.783,1749.767,1688.103,1717.688,2446402.5421451
2022-08-07,1717.688,1729.739,1668.907,1717.736,1962660.5674572
2022-08-08,1717.956,1817.855,1690.724,1769.822,3516025.108756
2022-08-09,1769.812,1791.107,1670.367,1707.041,3431103.5021313
2022-08-10,1707.031,1885.434,1658.344,1861.23,4236533.2814998
2022-08-11,1861.22,1941.538,1846.217,1899.762,4626806.9681816
2022-08-12,1899.883,1937.711,1856.648,1923.594,2941817.3557851
2022-08-13,1923.805,2020.93,1918.854,1987.785,3191649.8404259
2022-08-14,1987.775,2029.951,1909.169,1948.935,1994669.9704284
2022-08-15,1948.945,2012.973,1873.596,1903.656,3509022.8293444
2022-08-16,1903.976,1918.014,1853.17,1879.929,2669611.1552932
2022-08-17,1879.929,1958.255,1818.982,1840.179,3891965.3213011
2022-08-18,1840.079,1882.443,1821.315,1869.139,2503740.7031849
2022-08-19,1869.099,1872.627,1630,1645.165,4749621.1541073
2022-08-20,1647.885,1665.697,1524.028,1569.109,4429469.8837668
2022-08-21,1569.119,1646.161,1562.74,1621.678,3257519.2728951
