Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2024-03-21,2200.945,2211.795,2166.735,2181.355
2024-03-22,2181.305,2186.135,2157.255,2165.225
2024-03-25,2166.405,2181.145,2163.755,2172.085
2024-03-26,2172.185,2199.955,2167.855,2178.375
2024-03-27,2178.385,2197.605,2173.805,2192.355
2024-03-28,2192.525,2234.525,2187.435,2233.99
2024-04-01,2239.27,2265.66,2228.63,2251.9
2024-04-02,2251.025,2281.075,2246.85,2280.495
2024-04-03,2280.33,2301.14,2265.8,2300.44
2024-04-04,2299.77,2305.145,2280.985,2291.035
2024-04-05,2290.935,2330.215,2268.005,2323.585
2024-04-08,2324.4,2352.875,2303.045,2339.325
2024-04-09,2338.97,2365.375,2337.005,2352.95
2024-04-10,2352.925,2360.11,2319.59,2334.19
2024-04-11,2333.96,2377.725,2325.905,2372.55
2024-04-12,2371.94,2431.44,2333.99,2343.14
2024-04-15,2363.95,2387.525,2324.655,2383.225
2024-04-16,2382.985,2398.17,2363.13,2382.58
2024-04-17,2382.25,2395.61,2356.655,2360.38
2024-04-18,2361.57,2392.335,2361.57,2379.305
2024-04-19,2378.695,2417.64,2373.05,2387.69
2024-04-22,2386.75,2388.45,2325.4,2327.075
2024-04-23,2327.46,2334.465,2292.055,2322.02
2024-04-24,2321.87,2336.95,2312.17,2316.11
2024-04-25,2315.545,2344.79,2305.58,2332.22
2024-04-26,2332,2352.485,2326.465,2340.085
2024-04-29,2336.49,2346.595,2320.595,2335.74
2024-04-30,2335.345,2336.315,2285.265,2285.94
2024-05-01,2286.555,2328.29,2281.7,2319.305
2024-05-02,2320.46,2326.46,2285.77,2303.67
2024-05-03,2303.845,2320.34,2277.67,2301.52
2024-05-06,2304.565,2331.95,2292.15,2323.97
2024-05-07,2324.43,2329.89,2310.22,2313.99
2024-05-08,2313.825,2321.44,2303.96,2308.385
2024-05-09,2308.495,2347.25,2306.83,2346.3
2024-05-10,2346.385,2378.415,2345.385,2363.435
2024-05-13,2364.4,2364.555,2332.745,2336.465
2024-05-14,2336.005,2359.655,2334.925,2357.985
2024-05-15,2358.205,2390.125,2352.005,2386.085
2024-05-16,2385.855,2397.26,2371.18,2376.74
2024-05-17,2377.09,2419.13,2374.14,2416.5
2024-05-20,2418.63,2450.05,2407.87,2426.36
2024-05-21,2426.48,2433.765,2406.485,2420.935
2024-05-22,2421.175,2426.57,2375.02,2378.74
2024-05-23,2379.775,2383.79,2327.3,2328.885
2024-05-24,2329.04,2347.315,2325.675,2333.825
2024-05-27,2336.24,2358.465,2332.445,2350.845
2024-05-28,2351.59,2364.045,2340.445,2361.215
2024-05-29,2361.06,2362.55,2335.445,2337.81
2024-05-30,2338.175,2351.755,2322.845,2343.245
2024-05-31,2344.15,2359.695,2320.655,2327.825
2024-06-03,2328.15,2354.745,2314.845,2350.735
2024-06-04,2351.485,2352.625,2316.085,2327.025
2024-06-05,2326.955,2357.395,2325.995,2355.335
2024-06-06,2356.8,2378.465,2353.655,2376.135
2024-06-07,2376.425,2387.77,2287.77,2287.92
2024-06-10,2295.27,2313.77,2287.86,2310.695
2024-06-11,2312.08,2319.94,2297.9,2316.87
2024-06-12,2317.17,2341.54,2310.87,2324.765
2024-06-13,2325.105,2326.53,2295.68,2303.96
2024-06-14,2304.085,2336.62,2301.6,2332.64
2024-06-17,2331.53,2332.885,2310.135,2319.165
2024-06-18,2319.435,2333.18,2306.82,2329.51
2024-06-19,2329.36,2335.015,2323.975,2328.225
2024-06-20,2329.46,2365.505,2327.855,2359.995
2024-06-21,2360.145,2368.535,2316.855,2322.415
2024-06-24,2323.485,2334.69,2317.81,2334.42
2024-06-25,2334.435,2337.125,2315.605,2319.605
2024-06-26,2319.21,2322.43,2293.9,2298.24
2024-06-27,2298.685,2330.95,2296.75,2327.915
2024-06-28,2328.185,2339.675,2319.185,2325.185
2024-07-01,2326.39,2338.545,2318.725,2331.855
2024-07-02,2331.93,2336.835,2319.685,2329.575
2024-07-03,2329.72,2364.865,2326.915,2356.25
2024-07-04,2356.93,2362.565,2350.695,2357.345
2024-07-05,2356.745,2392.935,2353.775,2388.865
2024-07-08,2387.285,2391.05,2351.23,2359.045
2024-07-09,2359.3,2371.395,2349.905,2364.025
2024-07-10,2363.905,2386.575,2363.225,2371.355
2024-07-11,2371.19,2424.445,2371.19,2415.345
2024-07-12,2415.415,2418.33,2391.59,2412.76
2024-07-15,2412.66,2439.7,2401.45,2422.3
2024-07-16,2422.44,2469.63,2420.09,2468.76
2024-07-17,2468.52,2483.615,2451.795,2458.925
2024-07-18,2459.035,2474.875,2440.545,2445.36
2024-07-19,2445.715,2445.715,2394.045,2398.595
2024-07-22,2402.11,2412.17,2384.04,2396.57
2024-07-23,2396.705,2412.06,2388.38,2409.56
2024-07-24,2409.075,2432.02,2396.92,2397.52
2024-07-25,2397.335,2401.19,2353.33,2364.45
2024-07-26,2364.47,2390.745,2355.995,2386.385
2024-07-29,2388.1,2403.23,2369.83,2384.125
2024-07-30,2383.635,2412.78,2376.66,2410.725
2024-07-31,2410.945,2450.95,2404.15,2447.64
2024-08-01,2448.675,2461.985,2430.375,2446.325
2024-08-02,2446.315,2477.655,2411.135,2437.455
2024-08-05,2444.65,2458.275,2364.435,2410.415
2024-08-06,2410.395,2418.22,2381.87,2390.72
2024-08-07,2391.82,2407.01,2379.24,2382.845
2024-08-08,2381.62,2427.58,2381.1,2427.5
2024-08-09,2427.27,2437.04,2416.97,2429.08
2024-08-12,2430.17,2473.285,2423.945,2472.8
2024-08-13,2471.27,2476.895,2458.595,2465.115
2024-08-14,2466.355,2478.815,2438.255,2448.005
2024-08-15,2447.96,2470.095,2432.525,2456.785
2024-08-16,2456.39,2508.875,2450.855,2508.135
2024-08-19,2509.14,2509.71,2485.93,2504.23
2024-08-20,2503.765,2531.66,2497.45,2513.975
2024-08-21,2513.825,2519.98,2493.92,2512.42
2024-08-22,2511.825,2514.7,2471.12,2484.8
2024-08-23,2484.885,2518.2,2484.5,2510.94
2024-08-26,2512.18,2526.82,2508.89,2518.05
2024-08-27,2517.9,2525.95,2503.83,2524.59
2024-08-28,2524.75,2528.94,2493.98,2504.735
2024-08-29,2504.63,2528.62,2504.1,2521.175
2024-08-30,2521.36,2526.94,2494.43,2502.54
2024-09-02,2502.97,2507.36,2490.38,2499.54
2024-09-03,2499.67,2506.35,2473.78,2492.96
2024-09-04,2493.04,2500.02,2471.97,2495.65
2024-09-05,2495.54,2523.47,2493.92,2516.76
2024-09-06,2516.835,2529.15,2485.33,2495.95
2024-09-09,2496.73,2507.22,2485.71,2506.22
2024-09-10,2506.63,2518.37,2500.26,2516.65
2024-09-11,2516.725,2528.63,2501.14,2511.52
2024-09-12,2512.22,2560.08,2511.12,2558.795
2024-09-13,2558.725,2586.105,2556.765,2582.845
2024-09-16,2578.7,2589.6,2575.51,2582.51
2024-09-17,2582.44,2586.92,2560.86,2569.59
2024-09-18,2569.435,2600.105,2547.165,2559.005
2024-09-19,2558.685,2594.73,2551.495,2586.77
2024-09-20,2586.87,2625.77,2585.1,2621.17
2024-09-23,2621.09,2634.815,2613.995,2628.545
2024-09-24,2628.585,2664.395,2622.875,2657.145
2024-09-25,2657.15,2670.55,2650.24,2657.17
2024-09-26,2657.155,2685.39,2655.17,2672.45
2024-09-27,2672.34,2674.3,2643.19,2652.05
2024-09-30,2658.825,2666.035,2625.255,2634.735
2024-10-01,2634.53,2672.775,2632.465,2663.435
2024-10-02,2663.675,2663.675,2641.7,2658.81
2024-10-03,2659.33,2662.6,2639.81,2656.21
2024-10-04,2656.195,2670.24,2632.44,2651.64
2024-10-07,2650.61,2659.67,2637.92,2642.66
2024-10-08,2642.655,2652.935,2604.855,2621.955
2024-10-09,2621.76,2624.395,2605.335,2607.825
2024-10-10,2607.715,2631.515,2605.315,2630.155
2024-10-11,2629.995,2661.485,2628.235,2656.195
2024-10-14,2653.36,2666.58,2643.36,2648.62
2024-10-15,2648.695,2668.925,2638.435,2662.855
2024-10-16,2662.85,2685.28,2658.77,2673.84
2024-10-17,2674.09,2696.75,2673.33,2693.1
2024-10-18,2692.92,2721.3,2692.39,2719.83
2024-10-21,2720.52,2740.585,2714.335,2719.745
2024-10-22,2719.755,2749.015,2718.96,2749.015
2024-10-23,2748.645,2758.345,2709.015,2715.52
2024-10-24,2715.62,2743.215,2715.57,2735.985
2024-10-25,2736.035,2745.035,2717.175,2742.535
2024-10-28,2734.665,2745.975,2724.845,2742.225
2024-10-29,2742.135,2775.34,2741.315,2774.68
2024-10-30,2774.71,2790.01,2771.09,2787.59
2024-10-31,2787.45,2790.08,2731.86,2746.205
2024-11-01,2746.355,2762.265,2733.345,2736.515
2024-11-04,2735.4,2748.235,2730.99,2736.685
2024-11-05,2736.725,2749.955,2724.875,2743.995
2024-11-06,2743.99,2749.605,2652.475,2659.055
2024-11-07,2659.35,2710.12,2643.84,2706.51
2024-11-08,2706.28,2710.36,2680.46,2685.17
2024-11-11,2684.775,2686.08,2610.77,2619.54
2024-11-12,2619.545,2626.995,2590.065,2598.275
2024-11-13,2598.425,2618.865,2572.78,2572.935
2024-11-14,2572.96,2581.33,2537.03,2565.05
2024-11-15,2565.26,2575.67,2554.66,2562.33
2024-11-18,2565.915,2614.95,2564.465,2611.87
2024-11-19,2611.875,2639.395,2610.465,2632.265
2024-11-20,2632.185,2655.395,2618.975,2650.265
2024-11-21,2650.285,2673.505,2648.975,2669.665
2024-11-22,2669.67,2711.44,2668.21,2705.95
2024-11-25,2714.3,2721.32,2615.74,2625.23
2024-11-26,2625.04,2641.935,2605.355,2633.225
2024-11-27,2631.83,2658.215,2627.215,2635.945
2024-11-28,2637.015,2649.605,2621.035,2637.585
2024-11-29,2638.655,2666.205,2634.475,2650.455
2024-12-02,2652.75,2652.9,2622.155,2639.06
2024-12-03,2639.035,2655.595,2634.295,2643.665
2024-12-04,2643.395,2657.155,2632.765,2650.095
2024-12-05,2649.91,2655.535,2623.675,2631.985
2024-12-06,2631.755,2645.615,2614.025,2631.985
2024-12-09,2645.48,2676.425,2627.745,2660.395
2024-12-10,2660.4,2695.59,2658.01,2693.945
2024-12-11,2694.195,2721.02,2676.25,2718.13
2024-12-12,2718.385,2726.035,2675.375,2680.865
2024-12-13,2681.115,2692.77,2646.63,2647.72
2024-12-16,2650,2664.415,2643.685,2652.725
2024-12-17,2652.805,2658.595,2633.335,2646.63
2024-12-18,2646.345,2651.745,2584.295,2585.34
2024-12-19,2585.48,2626.07,2583.64,2594.285
2024-12-20,2594.375,2631.96,2589.8,2623.09
2024-12-23,2620.87,2633.325,2608.265,2612.945
2024-12-24,2612.62,2621.535,2610.235,2616.18
2024-12-26,2615.97,2639.145,2615.34,2633.795
2024-12-27,2632.59,2638.275,2611.825,2615.555
2024-12-30,2620.05,2628.125,2596.185,2605.965
2024-12-31,2605.53,2627.585,2602.835,2624.585
2025-01-02,2624.835,2660.445,2621.895,2658.01
2025-01-03,2658.38,2665.35,2637.03,2638.26
2025-01-06,2640.63,2649.405,2615.265,2636.085
2025-01-07,2634.475,2664.255,2633.075,2648.735
2025-01-08,2648.545,2669.955,2645.325,2662.1
2025-01-09,2661.585,2678.08,2655.75,2670.36
2025-01-10,2670.63,2697.89,2664.3,2690.62
2025-01-13,2690.6,2693.34,2656.92,2663.045
2025-01-14,2663.68,2678.27,2659.99,2677.36
2025-01-15,2677.395,2697.3,2669.48,2696.525
2025-01-16,2698.81,2724.74,2690.14,2714.685
2025-01-17,2714.79,2717.425,2700.085,2700.865
2025-01-20,2703.33,2713.87,2689.54,2706.425
2025-01-21,2707.56,2745.91,2703.07,2744.81
2025-01-22,2744.865,2763.41,2742.025,2756.305
2025-01-23,2756.245,2758.805,2736.055,2754.885
2025-01-24,2754.605,2785.745,2753.775,2771.105
2025-01-27,2770.8,2772.6,2730.62,2740.93
2025-01-28,2740.295,2765.025,2734.895,2763.89
2025-01-29,2763.055,2766.185,2745.105,2759.62
2025-01-30,2759.605,2798.425,2758.315,2794.195
2025-01-31,2793.73,2817.17,2791.2,2801.28
2025-02-03,2801.65,2830.49,2772.47,2815
2025-02-04,2814.715,2845.43,2807.39,2842.58
2025-02-05,2841.955,2882.275,2839.885,2866.67
2025-02-06,2866.63,2873.225,2834.395,2856.035
2025-02-07,2856.585,2886.825,2852.805,2860.655
2025-02-10,2858.98,2911.255,2855.025,2908.045
2025-02-11,2908.04,2942.66,2882.06,2897.58
2025-02-12,2897.61,2909.06,2864.78,2903.91
2025-02-13,2904.395,2929.53,2900.81,2928.14
2025-02-14,2927.945,2940.06,2877.16,2885.16
2025-02-17,2884.98,2906.365,2878.915,2899.265
2025-02-18,2898.87,2936.95,2892.18,2935.29
2025-02-19,2935.52,2946.91,2918.95,2932.94
2025-02-20,2933.46,2954.88,2924.63,2939.675
2025-02-21,2938.78,2949.79,2917.07,2934.92
2025-02-24,2934.13,2956.18,2921.55,2952.76
2025-02-25,2952.545,2953.585,2889.525,2914.995
2025-02-26,2914.99,2930.16,2891.14,2916.38
2025-02-27,2916.85,2920.85,2868.1,2877.07
2025-02-28,2877.065,2885.095,2832.885,2854.945
2025-03-03,2855.6,2895.305,2855.6,2892.82
2025-03-04,2892.57,2927.84,2882.08,2917.99
2025-03-05,2917.855,2929.88,2894.65,2919.17
2025-03-06,2919.51,2926.55,2891.52,2911.14
2025-03-07,2911.37,2930.25,2897.39,2909.36
2025-03-10,2911.96,2918.3,2880.33,2884.98
2025-03-11,2884.86,2922.12,2880.97,2917.51
2025-03-12,2917.65,2940.44,2906.35,2938.16
2025-03-13,2938.25,2989.765,2933.03,2987.325
2025-03-14,2987.355,3004.945,2978.865,2985.045
2025-03-17,2989.135,3003.66,2982.325,3000.285
2025-03-18,3000.295,3038.205,2999.695,3034.55
2025-03-19,3034.65,3051.98,3023.07,3050.21
2025-03-20,3050.17,3057.34,3025.85,3045.81
